            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2459386.942000000, A.D. 2021-Jun-21 10:36:28.8000,  4.370127707165745E-03,  1.770676694088989E-03,  9.770372483503044E+01,  1.676950063934689E+02,  4.375711353573571E+01,  2.459387597170981E+06,  8.683333199051971E+01,  3.031093207210101E+02,  3.026886011786226E+02,  1.778448742213108E-03,  1.786220790337227E-03,  4.145873384650311E+00,
2459397.900000000, A.D. 2021-Jul-02 09:36:00.0000,  4.120868986892040E-03,  1.770637752154419E-03,  9.770380141922801E+01,  1.676950465740334E+02,  3.956688474507256E+01,  2.459395836957748E+06,  8.686880818397817E+01,  1.792140216991153E+02,  1.792204661236926E+02,  1.777964510967460E-03,  1.785291269780500E-03,  4.144180259012662E+00,
2459408.858000000, A.D. 2021-Jul-13 08:35:31.2000,  3.733611743983429E-03,  1.770976941263233E-03,  9.770384574092442E+01,  1.676951046127514E+02,  3.468247446813407E+01,  2.459408213574773E+06,  8.689451288761063E+01,  5.599701623477957E+01,  5.635262528537705E+01,  1.777613861251871E-03,  1.784250781240509E-03,  4.142954348171835E+00,
2459419.816000000, A.D. 2021-Jul-24 07:35:02.4000,  3.498346723310339E-03,  1.771677218205248E-03,  9.770388199841975E+01,  1.676951756576820E+02,  4.171340917400556E+01,  2.459420726682212E+06,  8.687376215864849E+01,  2.808856100933875E+02,  2.804916202191870E+02,  1.777896918062936E-03,  1.784116617920625E-03,  4.143943937210518E+00,
2459430.774000000, A.D. 2021-Aug-04 06:34:33.6000,  3.323356182234827E-03,  1.771609839890632E-03,  9.770391921158705E+01,  1.676952719874986E+02,  4.727328229787537E+01,  2.459429079850623E+06,  8.690160370655938E+01,  1.472242977779487E+02,  1.474297418456728E+02,  1.777517162541794E-03,  1.783424485192956E-03,  4.142616299874187E+00,
2459441.732000000, A.D. 2021-Aug-15 05:34:04.8000,  3.566860391763980E-03,  1.771910299001278E-03,  9.770399482773351E+01,  1.676953223837828E+02,  5.475316087049384E+01,  2.459441597885529E+06,  8.684766390553322E+01,  1.164752851326385E+01,  1.173040944371419E+01,  1.778253079476997E-03,  1.784595859952716E-03,  4.145189217657975E+00,
2459452.690000000, A.D. 2021-Aug-26 04:33:36.0000,  3.852136335880878E-03,  1.771431232838438E-03,  9.770407169475965E+01,  1.676953691249326E+02,  5.136055045277693E+01,  2.459453991710610E+06,  8.684558811792543E+01,  2.469521764711535E+02,  2.465467569157607E+02,  1.778281415293713E-03,  1.785131597748987E-03,  4.145288296178788E+00,
2459463.648000000, A.D. 2021-Sep-06 03:33:07.2000,  4.478109805124082E-03,  1.769860165917209E-03,  9.770410045626005E+01,  1.676954132107465E+02,  5.047875538725155E+01,  2.459462269923517E+06,  8.687929419576017E+01,  1.197263122314734E+02,  1.201706987450389E+02,  1.777821445564351E-03,  1.785782725211493E-03,  4.143680071673148E+00,
2459474.606000000, A.D. 2021-Sep-17 02:32:38.4000,  4.327100751513300E-03,  1.770380063635637E-03,  9.770416452553484E+01,  1.676954871817089E+02,  4.629281383440911E+01,  2.459474653850137E+06,  8.686078686795481E+01,  3.558436994889131E+02,  3.558075666859000E+02,  1.778073968842462E-03,  1.785767874049286E-03,  4.144562960813025E+00,
2459485.564000000, A.D. 2021-Sep-28 01:32:09.6000,  4.202794180638165E-03,  1.769838240209418E-03,  9.770419356001605E+01,  1.676955713533438E+02,  4.427240279641281E+01,  2.459487062092234E+06,  8.691695205613476E+01,  2.297903891311277E+02,  2.294238393524375E+02,  1.777307899506667E-03,  1.784777558803916E-03,  4.141884770274690E+00,
2459496.522000000, A.D. 2021-Oct-09 00:31:40.8000,  3.598953865378779E-03,  1.771282815910308E-03,  9.770424570674332E+01,  1.676956251949980E+02,  3.670669526826485E+01,  2.459495264500227E+06,  8.688961909565199E+01,  1.092636762587077E+02,  1.096524153114021E+02,  1.777680606400120E-03,  1.784078396889932E-03,  4.143187687400215E+00,
2459507.480000000, A.D. 2021-Oct-19 23:31:12.0000,  3.573704459225200E-03,  1.771925498232671E-03,  9.770429598141817E+01,  1.676956904589336E+02,  4.320749549333703E+01,  2.459507771784551E+06,  8.684565169903490E+01,  3.346597805651667E+02,  3.344838005821700E+02,  1.778280547354506E-03,  1.784635596476340E-03,  4.145285261346028E+00,
2459518.438000000, A.D. 2021-Oct-30 22:30:43.2000,  3.352182468549895E-03,  1.772071659117073E-03,  9.770439111818180E+01,  1.676957393051937E+02,  5.293008208396022E+01,  2.459520316427135E+06,  8.686386620243698E+01,  1.968325566924409E+02,  1.967217659340384E+02,  1.778031946637112E-03,  1.783992234157151E-03,  4.144416035558639E+00,
2459529.396000000, A.D. 2021-Nov-10 21:30:14.4000,  3.707241179015950E-03,  1.771830271873644E-03,  9.770444362167532E+01,  1.676957942149367E+02,  5.887320059625947E+01,  2.459528672709235E+06,  8.683519418655482E+01,  6.280709410142562E+01,  6.318575779070780E+01,  1.778423316024532E-03,  1.785016360175420E-03,  4.145784475665292E+00,
2459540.354000000, A.D. 2021-Nov-21 20:29:45.6000,  3.862912808503431E-03,  1.770647013299963E-03,  9.770447637701386E+01,  1.676958608212887E+02,  5.604382112336899E+01,  2.459541072813336E+06,  8.690188017569193E+01,  2.975337695830895E+02,  2.971403734351725E+02,  1.777513392551336E-03,  1.784379771802709E-03,  4.142603120578957E+00,
2459551.312000000, A.D. 2021-Dec-02 19:29:16.8000,  4.558946452740836E-03,  1.769342140031119E-03,  9.770450870244747E+01,  1.676959560154184E+02,  4.971460568482978E+01,  2.459549289411709E+06,  8.690686524680903E+01,  1.757768080462187E+02,  1.758150623411066E+02,  1.777445418516807E-03,  1.785548697002494E-03,  4.142365496415350E+00,
2459562.270000000, A.D. 2021-Dec-13 18:28:48.0000,  4.341107564487762E-03,  1.770343877544807E-03,  9.770457707310857E+01,  1.676960104758039E+02,  4.698579107037978E+01,  2.459561689428486E+06,  8.686161710750105E+01,  5.042938057175066E+01,  5.081416527525080E+01,  1.778062638715870E-03,  1.785781399886932E-03,  4.144523346306797E+00,
2459573.228000000, A.D. 2021-Dec-24 17:28:19.2000,  3.977571858617661E-03,  1.770768105461804E-03,  9.770464122879898E+01,  1.676960590686576E+02,  4.232340846474937E+01,  2.459574068284508E+06,  8.687796416479743E+01,  2.869977926525236E+02,  2.865612772715655E+02,  1.777839590184860E-03,  1.784911074907916E-03,  4.143743508044476E+00,
2459584.186000000, A.D. 2022-Jan-04 16:27:50.4000,  3.384552181766504E-03,  1.772491609067849E-03,  9.770470258924314E+01,  1.676960786987416E+02,  4.056486670844725E+01,  2.459582335637826E+06,  8.682876723879090E+01,  1.606646665668615E+02,  1.607925685650879E+02,  1.778511072598909E-03,  1.784530536129970E-03,  4.146091341017788E+00,
2459595.144000000, A.D. 2022-Jan-15 15:27:21.6000,  3.372064343121775E-03,  1.771983059864948E-03,  9.770475743973549E+01,  1.676961696869537E+02,  4.262523413322318E+01,  2.459594792797688E+06,  8.686778166128570E+01,  3.050816570329171E+01,  3.070504559133987E+01,  1.777978517827751E-03,  1.783973975790555E-03,  4.144229231082585E+00,
