            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2459375.984000000, A.D. 2021-Jun-10 11:36:57.6000,  2.019659780269584E-02,  1.457808008521847E-03,  3.120682268000923E+00,  3.503883604607034E+02,  3.544566612792017E+02,  2.459375982474872E+06,  5.306600058728167E+02,  8.093242055542358E-01,  8.428599735507715E-01,  1.487857671500804E-03,  1.517907334479762E-03,  6.784004749102596E-01,
2459386.942000000, A.D. 2021-Jun-21 10:36:28.8000,  1.840967215883335E-02,  1.459558562460849E-03,  3.213883142527211E+00,  3.461706726235083E+02,  1.833382499623967E+01,  2.459386811322750E+06,  5.311553477509727E+02,  6.940992025176854E+01,  7.140045968740193E+01,  1.486932502351452E-03,  1.514306442242056E-03,  6.777678159964279E-01,
2459397.900000000, A.D. 2021-Jul-02 09:36:00.0000,  1.531329142467312E-02,  1.464440535244095E-03,  3.272633228041333E+00,  3.417951409884181E+02,  3.315042991193223E+01,  2.459397622660371E+06,  5.310041824270753E+02,  1.472685027838744E+02,  1.482022276512331E+02,  1.487214687159624E-03,  1.509988839075154E-03,  6.779607617298571E-01,
2459408.858000000, A.D. 2021-Jul-13 08:35:31.2000,  1.595803966095361E-02,  1.462022972282121E-03,  3.286717011041781E+00,  3.373869058867790E+02,  4.301406393088069E+01,  2.459409102332752E+06,  5.317990677764354E+02,  2.300640705148550E+02,  2.286797953716333E+02,  1.485732348017344E-03,  1.509441723752566E-03,  6.769474070446123E-01,
2459419.816000000, A.D. 2021-Jul-24 07:35:02.4000,  1.912013167598124E-02,  1.457782101018801E-03,  3.265055125859917E+00,  3.329709661036136E+02,  6.063573789838257E+01,  2.459419919105298E+06,  5.315489342162837E+02,  3.051944886129995E+02,  3.033793080441444E+02,  1.486198410320768E-03,  1.514614719622735E-03,  6.772659614693506E-01,
2459430.774000000, A.D. 2021-Aug-04 06:34:33.6000,  2.031286426787226E-02,  1.458341643371509E-03,  3.198247536983183E+00,  3.286173968085404E+02,  8.412159182996564E+01,  2.459430747032943E+06,  5.302743647212177E+02,  1.429993924321617E+01,  1.488934932562126E+01,  1.488578945442290E-03,  1.518816247513072E-03,  6.788938405296352E-01,
2459441.732000000, A.D. 2021-Aug-15 05:34:04.8000,  1.778704310974512E-02,  1.457223003740879E-03,  3.098090089869299E+00,  3.244274400549881E+02,  1.040089192455002E+02,  2.459441568952211E+06,  5.329394888069955E+02,  8.689460538187333E+01,  8.893188216545900E+01,  1.483612075689304E-03,  1.510001147637728E-03,  6.754988278422999E-01,
2459452.690000000, A.D. 2021-Aug-26 04:33:36.0000,  1.523572260152262E-02,  1.464077208079218E-03,  2.956865263218829E+00,  3.203872841841933E+02,  1.178068170698517E+02,  2.459452378541806E+06,  5.312646261254507E+02,  1.654667210947757E+02,  1.658968973069015E+02,  1.486728592498274E-03,  1.509379976917330E-03,  6.776284026766559E-01,
2459463.648000000, A.D. 2021-Sep-06 03:33:07.2000,  1.605233109309196E-02,  1.463300304099742E-03,  2.785537962820655E+00,  3.167578408637727E+02,  1.288374676933268E+02,  2.459463862139758E+06,  5.310265653667334E+02,  2.462861000628690E+02,  2.446156757309053E+02,  1.487172895816054E-03,  1.511045487532366E-03,  6.779321854668036E-01,
2459474.606000000, A.D. 2021-Sep-17 02:32:38.4000,  1.895500182102383E-02,  1.457418482444191E-03,  2.582983289924417E+00,  3.134466844226088E+02,  1.487710798820509E+02,  2.459474684997842E+06,  5.318821590483985E+02,  3.179824571735115E+02,  3.165026880018162E+02,  1.485577608722804E-03,  1.513736735001417E-03,  6.768416535047604E-01,
