            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2459178.740000000, A.D. 2020-Nov-25 05:45:36.0000,  7.288209225966995E-03,  1.249273083715898E-02,  1.966345768211524E+00,  3.369056172466422E+02,  3.026451975997751E+01,  2.459185229379838E+06,  2.157099736027905E+01,  2.200176046564815E+02,  2.194843025990313E+02,  1.258444893398335E-02,  1.267616703080772E-02,  1.668907533514913E+01,
2459189.698000000, A.D. 2020-Dec-06 04:45:07.2000,  7.298587047845088E-03,  1.249406980327072E-02,  1.966376920752331E+00,  3.369086125514157E+02,  3.031122235793183E+01,  2.459185230874916E+06,  2.156719166800228E+01,  9.634334289672772E+01,  9.717371277220364E+01,  1.258592930387306E-02,  1.267778880447541E-02,  1.669202024731420E+01,
2459200.656000000, A.D. 2020-Dec-17 03:44:38.4000,  7.322297676033111E-03,  1.249355886557947E-02,  1.966372317607053E+00,  3.369097022363248E+02,  2.859247649426855E+01,  2.459201841208941E+06,  2.156774196232552E+01,  3.344377193780853E+02,  3.340726550489974E+02,  1.258571521887787E-02,  1.267787157217628E-02,  1.669159435553555E+01,
2459211.614000000, A.D. 2020-Dec-28 02:44:09.6000,  7.198106575841249E-03,  1.249438178439354E-02,  1.966413151324873E+00,  3.369131167469851E+02,  2.935847118788320E+01,  2.459218566004444E+06,  2.156965836516889E+01,  2.100476391872722E+02,  2.096378206091030E+02,  1.258496973782011E-02,  1.267555769124668E-02,  1.669011135481567E+01,
2459222.572000000, A.D. 2021-Jan-08 01:43:40.8000,  7.226444380543101E-03,  1.249441480345128E-02,  1.966393227458644E+00,  3.369149446809338E+02,  3.030147564980355E+01,  2.459218608849905E+06,  2.156864936947687E+01,  8.547979479934186E+01,  8.630586810349547E+01,  1.258536222356889E-02,  1.267630964368650E-02,  1.669089212927066E+01,
2459233.530000000, A.D. 2021-Jan-19 00:43:12.0000,  7.351393691586525E-03,  1.249321905329762E-02,  1.966419978328151E+00,  3.369181091639804E+02,  2.890785093516190E+01,  2.459235234326262E+06,  2.156767364558165E+01,  3.232416473927101E+02,  3.227337845455092E+02,  1.258574179614171E-02,  1.267826453898580E-02,  1.669164722704108E+01,
2459244.488000000, A.D. 2021-Jan-29 23:42:43.2000,  7.224447237931119E-03,  1.249453505790095E-02,  1.966410450989520E+00,  3.369198124846059E+02,  2.892836983455191E+01,  2.459251924829845E+06,  2.156840306988448E+01,  1.995994563454834E+02,  1.993241009791661E+02,  1.258545803544320E-02,  1.267638101298546E-02,  1.669108273030471E+01,
2459255.446000000, A.D. 2021-Feb-09 22:42:14.4000,  7.118397978683357E-03,  1.249549728522893E-02,  1.966432353287250E+00,  3.369235000102072E+02,  2.961621970272050E+01,  2.459251955336432E+06,  2.156936740568337E+01,  7.529140498249660E+01,  7.608214352257318E+01,  1.258508291400555E-02,  1.267466854278217E-02,  1.669033649568891E+01,
2459266.404000000, A.D. 2021-Feb-20 21:41:45.6000,  7.175876324425783E-03,  1.249461981517813E-02,  1.966410664222432E+00,  3.369252850153374E+02,  2.935609447653992E+01,  2.459268633541722E+06,  2.156976644019210E+01,  3.119093057976155E+02,  3.112936756068474E+02,  1.258492769990449E-02,  1.267523558463085E-02,  1.669002772923831E+01,
2459277.362000000, A.D. 2021-Mar-03 20:41:16.8000,  7.198530508838660E-03,  1.249490864963430E-02,  1.966407350533455E+00,  3.369266363697208E+02,  3.043618271660325E+01,  2.459285373682664E+06,  2.156828029277632E+01,  1.872017826865515E+02,  1.870992863683079E+02,  1.258550579708377E-02,  1.267610294453324E-02,  1.669117774403978E+01,
