            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2459200.656000000, A.D. 2020-Dec-17 03:44:38.4000,  2.079189562795581E-01,  6.180038300522116E-02,  3.021543252599170E+01,  9.052924429097526E+01,  2.032233062616146E+02,  2.459120986256305E+06,  1.397417314730378E+00,  1.113318792993187E+02,  1.312031296039133E+02,  7.802280271087143E-02,  9.424522241652171E-02,  2.576181046314425E+02,
2459211.614000000, A.D. 2020-Dec-28 02:44:09.6000,  2.059379580510297E-01,  6.212122419504539E-02,  3.017926854966661E+01,  9.055442872423183E+01,  2.038337121218477E+02,  2.459121093660597E+06,  1.391810428683593E+00,  1.259871523894684E+02,  1.423435905928474E+02,  7.823220468084979E-02,  9.434318516665420E-02,  2.586559150447640E+02,
2459222.572000000, A.D. 2021-Jan-08 01:43:40.8000,  2.037215180649147E-01,  6.247430281129179E-02,  3.012911957463377E+01,  9.056848600472064E+01,  2.044997030484039E+02,  2.459121220751190E+06,  1.385810292947955E+00,  1.404536038042577E+02,  1.527736586553407E+02,  7.845785642664756E-02,  9.444141004200332E-02,  2.597758162368621E+02,
2459233.530000000, A.D. 2021-Jan-19 00:43:12.0000,  2.015410751322583E-01,  6.281153547514155E-02,  3.006771809329469E+01,  9.056254739099099E+01,  2.051677551872900E+02,  2.459121386883175E+06,  1.380314958680924E+00,  1.547928216660148E+02,  1.627689567444468E+02,  7.866595703159783E-02,  9.452037858805411E-02,  2.608100402998082E+02,
2459244.488000000, A.D. 2021-Jan-29 23:42:43.2000,  1.996906924721339E-01,  6.308628249191428E-02,  2.999944899323531E+01,  9.053042396977939E+01,  2.058179540926453E+02,  2.459121637457440E+06,  1.376077321350340E+00,  1.690518455329522E+02,  1.725358960173158E+02,  7.882737573899536E-02,  9.456846898607643E-02,  2.616132061872318E+02,
2459255.446000000, A.D. 2021-Feb-09 22:42:14.4000,  1.984143554613226E-01,  6.326134292032479E-02,  2.992969673813318E+01,  9.046948693051733E+01,  2.064622910408400E+02,  2.459384110894787E+06,  1.373648848027608E+00,  1.832596154947042E+02,  1.822247686299776E+02,  7.892025431260374E-02,  9.457916570488270E-02,  2.620757120838531E+02,
2459266.404000000, A.D. 2021-Feb-20 21:41:45.6000,  1.978510858921780E-01,  6.331517186566951E-02,  2.986412997399822E+01,  9.038112731051000E+01,  2.071339929611191E+02,  2.459384778232255E+06,  1.373343749092766E+00,  1.974314880798397E+02,  1.919509697973894E+02,  7.893194237642376E-02,  9.454871288717802E-02,  2.621339342300986E+02,
2459277.362000000, A.D. 2021-Mar-03 20:41:16.8000,  1.980057387020770E-01,  6.324550570848445E-02,  2.980797801392005E+01,  9.027082646145359E+01,  2.078700853149906E+02,  2.459385286854885E+06,  1.375215716820141E+00,  2.115800433265848E+02,  2.018225954497483E+02,  7.886029708757496E-02,  9.447508846666547E-02,  2.617771129262646E+02,
2459288.320000000, A.D. 2021-Mar-14 19:40:48.0000,  1.987500473605150E-01,  6.306986312049719E-02,  2.976528363966643E+01,  9.014775561353019E+01,  2.086911893818632E+02,  2.459385685632285E+06,  1.379042443748247E+00,  2.257286605158677E+02,  2.119711893134124E+02,  7.871434240056036E-02,  9.435882168062353E-02,  2.610507034297780E+02,
2459299.278000000, A.D. 2021-Mar-25 18:40:19.2000,  1.998555853333493E-01,  6.282267877923206E-02,  2.973819233875778E+01,  9.002377835477498E+01,  2.095843105344650E+02,  2.459386019276410E+06,  1.384319482391283E+00,  2.399223611379517E+02,  2.225806283871018E+02,  7.851417522598682E-02,  9.420567167274156E-02,  2.600555757390148E+02,
2459310.236000000, A.D. 2021-Apr-05 17:39:50.4000,  2.010556122501439E-01,  6.254929302003889E-02,  2.972639567598920E+01,  8.991187974923285E+01,  2.104936474269654E+02,  2.459386313786281E+06,  1.390271621365010E+00,  2.542312127170866E+02,  2.339093095740062E+02,  7.828992102466917E-02,  9.403054902929946E-02,  2.589422055860863E+02,
2459321.194000000, A.D. 2021-Apr-16 16:39:21.6000,  2.021298598456564E-01,  6.229717868815041E-02,  2.972682303004564E+01,  8.982391128364642E+01,  2.113233788760075E+02,  2.459386568845743E+06,  1.395899624372834E+00,  2.687432773840893E+02,  2.463007491404195E+02,  7.807934593980338E-02,  9.386151319145636E-02,  2.578981996372017E+02,
2459332.152000000, A.D. 2021-Apr-27 15:38:52.8000,  2.029960958026293E-01,  6.210534599973331E-02,  2.973381177444676E+01,  8.976781230790058E+01,  2.119561075088966E+02,  2.459386759556519E+06,  1.400088972928967E+00,  2.835445622788681E+02,  2.601745006594970E+02,  7.792351539642331E-02,  9.374168479311330E-02,  2.571265162148124E+02,
2459343.110000000, A.D. 2021-May-08 14:38:24.0000,  2.037728028823153E-01,  6.199371494340081E-02,  2.973998887146134E+01,  8.974479945629160E+01,  2.122906661171194E+02,  2.459386850279126E+06,  1.401820669285002E+00,  2.986839726406427E+02,  2.759814188622458E+02,  7.785932855322694E-02,  9.372494216305306E-02,  2.568088828249464E+02,
2459354.068000000, A.D. 2021-May-19 13:37:55.2000,  2.047439223289139E-01,  6.195647700197388E-02,  2.973806946415888E+01,  8.974732595626425E+01,  2.122962833000594E+02,  2.459386821217622E+06,  1.400518543740763E+00,  3.141285113529969E+02,  2.940994679450052E+02,  7.790758064171470E-02,  9.385868428145552E-02,  2.570476496787009E+02,
2459365.026000000, A.D. 2021-May-30 12:37:26.4000,  2.061504892529256E-01,  6.196555858552916E-02,  2.972340947082352E+01,  8.975945169913275E+01,  2.120548825216316E+02,  2.459386695854260E+06,  1.396497488807237E+00,  3.297381029437441E+02,  3.146558372461309E+02,  7.805705961475587E-02,  9.414856064398258E-02,  2.577877890116936E+02,
2459375.984000000, A.D. 2021-Jun-10 11:36:57.6000,  2.078686778045307E-01,  6.198657866918904E-02,  2.969658656100562E+01,  8.976096753423207E+01,  2.117308030716808E+02,  2.459386536865436E+06,  1.391258146984071E+00,  3.453182399890694E+02,  3.373176171712733E+02,  7.825290697682195E-02,  9.451923528445487E-02,  2.587585925591145E+02,
2459386.942000000, A.D. 2021-Jun-21 10:36:28.8000,  2.093161811572441E-01,  6.199577827643442E-02,  2.966420618589010E+01,  8.973567219070230E+01,  2.114456051855353E+02,  2.459386392453507E+06,  1.387137595444250E+00,  7.622966011261308E-01,  1.192281453655454E+00,  7.840779942502350E-02,  9.481982057361259E-02,  2.595272460225584E+02,
2459397.900000000, A.D. 2021-Jul-02 09:36:00.0000,  2.098944606051237E-01,  6.198126292792491E-02,  2.963622883611846E+01,  8.967985491756914E+01,  2.111752011940063E+02,  2.459386247501461E+06,  1.386102888513728E+00,  1.615156188313791E+01,  2.501917957746106E+01,  7.844681480830391E-02,  9.491236668868291E-02,  2.597209795775088E+02,
2459408.858000000, A.D. 2021-Jul-13 08:35:31.2000,  2.095510918014560E-01,  6.193536122856779E-02,  2.962070879216335E+01,  8.960432595721228E+01,  2.108159563680350E+02,  2.459386054896383E+06,  1.388548756661098E+00,  3.166322117516847E+01,  4.761712540388444E+01,  7.835466731141455E-02,  9.477397339426132E-02,  2.592634923858601E+02,
2459419.816000000, A.D. 2021-Jul-24 07:35:02.4000,  2.087391188027988E-01,  6.185925756800770E-02,  2.961971204644034E+01,  8.952799498913043E+01,  2.103371565897804E+02,  2.459385805992953E+06,  1.393256020608443E+00,  4.738464707886207E+01,  6.824499022946604E+01,  7.817808138627148E-02,  9.449690520453527E-02,  2.583875430466728E+02,
2459430.774000000, A.D. 2021-Aug-04 06:34:33.6000,  2.079011832699555E-01,  6.177393638144160E-02,  2.962891644415320E+01,  8.946815876914810E+01,  2.098272792999609E+02,  2.459385544054762E+06,  1.398361867200284E+00,  6.324783067712697E+01,  8.664597889344847E+01,  7.798766400947016E-02,  9.420139163749870E-02,  2.574440911498612E+02,
2459441.732000000, A.D. 2021-Aug-15 05:34:04.8000,  2.071418458978805E-01,  6.171791324194609E-02,  2.964017736117091E+01,  8.943405694293256E+01,  2.094186862810033E+02,  2.459385320402063E+06,  1.402280308419848E+00,  7.910487295257740E+01,  1.029036932529167E+02,  7.784231381442898E-02,  9.396671438691187E-02,  2.567247060651262E+02,
2459452.690000000, A.D. 2021-Aug-26 04:33:36.0000,  2.062780716812754E-01,  6.173207257773344E-02,  2.964467763087582E+01,  8.942544387498373E+01,  2.092031899035603E+02,  2.459385155495055E+06,  1.404089272964083E+00,  9.482447394824381E+01,  1.172909833036797E+02,  7.777544045997996E-02,  9.381880834222647E-02,  2.563939536693610E+02,
2459463.648000000, A.D. 2021-Sep-06 03:33:07.2000,  2.050487047658177E-01,  6.184449519100540E-02,  2.963531112103056E+01,  8.943434405712702E+01,  2.092028942019906E+02,  2.459385034314834E+06,  1.403516908042775E+00,  1.103356363349801E+02,  1.301636598508652E+02,  7.779658396906795E-02,  9.374867274713052E-02,  2.564985130831272E+02,
2459474.606000000, A.D. 2021-Sep-17 02:32:38.4000,  2.032815329771168E-01,  6.206265164876034E-02,  2.960795816103262E+01,  8.944811371784702E+01,  2.093847638070047E+02,  2.459384923948498E+06,  1.400781106457007E+00,  1.256249233333952E+02,  1.418927095001032E+02,  7.789784499494698E-02,  9.373303834113363E-02,  2.569994686111574E+02,
2459485.564000000, A.D. 2021-Sep-28 01:32:09.6000,  2.009626533552598E-01,  6.237298410696498E-02,  2.956190420824699E+01,  8.945251336119632E+01,  2.096896499843402E+02,  2.459384794940647E+06,  1.396414257747882E+00,  1.407153512207615E+02,  1.528239387467444E+02,  7.806016122885509E-02,  9.374733835074520E-02,  2.578031540444188E+02,
2459496.522000000, A.D. 2021-Oct-09 00:31:40.8000,  1.982313061051989E-01,  6.274489892455427E-02,  2.949960960588514E+01,  8.943436498747478E+01,  2.100579326595451E+02,  2.459384637285285E+06,  1.391119525329162E+00,  1.556450112258647E+02,  1.632572493220615E+02,  7.825810536422231E-02,  9.377131180389035E-02,  2.587843772193607E+02,
2459507.480000000, A.D. 2021-Oct-19 23:31:12.0000,  1.953346775267313E-01,  6.313681750779060E-02,  2.942609769840060E+01,  8.938358600655580E+01,  2.104474960941707E+02,  2.459384469874731E+06,  1.385662099291711E+00,  1.704504684140657E+02,  1.734383112804342E+02,  7.846345026243880E-02,  9.379008301708698E-02,  2.598035987157447E+02,
2459518.438000000, A.D. 2021-Oct-30 22:30:43.2000,  1.925651241928692E-01,  6.350314854181024E-02,  2.934813402905092E+01,  8.929463889042873E+01,  2.108438717906686E+02,  2.459645064309862E+06,  1.380787378939159E+00,  1.851559895004246E+02,  1.835585718528296E+02,  7.864801291662192E-02,  9.379287729143360E-02,  2.607208071937790E+02,
2459529.396000000, A.D. 2021-Nov-10 21:30:14.4000,  1.901939013530348E-01,  6.380158287675365E-02,  2.927326812252750E+01,  8.916742392557137E+01,  2.112625199944216E+02,  2.459645745177309E+06,  1.377155005267815E+00,  1.997691481097565E+02,  1.937626007954290E+02,  7.878624646486880E-02,  9.377091005298394E-02,  2.614084824314972E+02,
2459540.354000000, A.D. 2021-Nov-21 20:29:45.6000,  1.884109485570407E-01,  6.400020609370390E-02,  2.920880256415118E+01,  8.900758832040037E+01,  2.117423226109704E+02,  2.459646307815317E+06,  1.375278491914779E+00,  2.142839966579249E+02,  2.041638875139274E+02,  7.885789733106326E-02,  9.371558856842262E-02,  2.617651640132739E+02,
2459551.312000000, A.D. 2021-Dec-02 19:29:16.8000,  1.872829446774827E-01,  6.408330525441208E-02,  2.916074469808777E+01,  8.882617418267726E+01,  2.123298173021397E+02,  2.459646775936070E+06,  1.375466906522287E+00,  2.286925151692205E+02,  2.148701092670974E+02,  7.885069574303613E-02,  9.361808623166019E-02,  2.617293068215064E+02,
2459562.270000000, A.D. 2021-Dec-13 18:28:48.0000,  1.867408746700164E-01,  6.405468686916434E-02,  2.913281708136766E+01,  8.863856035382730E+01,  2.130567722741807E+02,  2.459647188736127E+06,  1.377766082597568E+00,  2.430018455874079E+02,  2.260156822288496E+02,  7.876294882418179E-02,  9.347121077919923E-02,  2.612925405459793E+02,
2459573.228000000, A.D. 2021-Dec-24 17:28:19.2000,  1.866055291328348E-01,  6.393747486559156E-02,  2.912558641350217E+01,  8.846247953469033E+01,  2.139171702081659E+02,  2.459647580966746E+06,  1.381901358394036E+00,  2.572515342524093E+02,  2.377955420813954E+02,  7.860574070220491E-02,  9.327400653881826E-02,  2.605106347231403E+02,
2459584.186000000, A.D. 2022-Jan-04 16:27:50.4000,  1.866530615200432E-01,  6.376980021068607E-02,  2.913592079962836E+01,  8.831506072080246E+01,  2.148517620028839E+02,  2.459647965583041E+06,  1.387233635128135E+00,  2.715228171711333E+02,  2.504904800403311E+02,  7.840418054546787E-02,  9.303856088024967E-02,  2.595092786708186E+02,
2459595.144000000, A.D. 2022-Jan-15 15:27:21.6000,  1.867143568598855E-01,  6.359624114755451E-02,  2.915703316208563E+01,  8.820916795150842E+01,  2.157485917260145E+02,  2.459648324708343E+06,  1.392758853556785E+00,  2.859320976173675E+02,  2.644706976331030E+02,  7.819668487200630E-02,  9.279712859645810E-02,  2.584797785206269E+02,
