            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2459156.824000000, A.D. 2020-Nov-03 07:46:33.6000,  6.954877360151222E-04,  1.275744869807477E-03,  9.769459756127655E+01,  1.676554013121974E+02,  1.979439477039441E+02,  2.459156544304712E+06,  1.427741900727913E+02,  3.993326826254497E+01,  3.998445949871302E+01,  1.276632752230048E-03,  1.277520634652619E-03,  2.521464137295820E+00,
2459167.782000000, A.D. 2020-Nov-14 06:46:04.8000,  7.073025948496975E-04,  1.275281087323516E-03,  9.769451723927726E+01,  1.676556008492423E+02,  1.659387275579809E+02,  2.459168921961220E+06,  1.428495479374963E+02,  1.971570550597133E+02,  1.971331658766337E+02,  1.276183735391063E-03,  1.277086383458610E-03,  2.520133981505616E+00,
2459178.740000000, A.D. 2020-Nov-25 05:45:36.0000,  7.958586078329147E-04,  1.275557617998713E-03,  9.769449402520964E+01,  1.676557823779568E+02,  1.723023294233845E+02,  2.459179048352183E+06,  1.427841153831799E+02,  3.159722063549352E+02,  3.159087772582206E+02,  1.276573590078910E-03,  1.277589562159106E-03,  2.521288863497825E+00,
2459189.698000000, A.D. 2020-Dec-06 04:45:07.2000,  5.164599430869135E-04,  1.275204613668653E-03,  9.769440554976305E+01,  1.676559679028075E+02,  1.694188662781967E+02,  2.459189109813870E+06,  1.429033253585658E+02,  8.405375386061786E+01,  8.411262131023580E+01,  1.275863546083050E-03,  1.276522478497447E-03,  2.519185603950827E+00,
2459200.656000000, A.D. 2020-Dec-17 03:44:38.4000,  5.713828506508708E-04,  1.275579698932073E-03,  9.769436764290496E+01,  1.676561491755491E+02,  1.804033074212642E+02,  2.459201788475449E+06,  1.428285250054383E+02,  1.982502020124767E+02,  1.982297110887682E+02,  1.276308959983940E-03,  1.277038221035807E-03,  2.520504920052158E+00,
2459211.614000000, A.D. 2020-Dec-28 02:44:09.6000,  3.986418598597334E-04,  1.275134680201858E-03,  9.769430913094277E+01,  1.676563248473090E+02,  1.807117878271027E+02,  2.459211871815157E+06,  1.429403523685285E+02,  3.231478106345949E+02,  3.231204024080149E+02,  1.275643204981610E-03,  1.276151729761361E-03,  2.518533038675102E+00,
2459222.572000000, A.D. 2021-Jan-08 01:43:40.8000,  7.196098848702895E-04,  1.275515035863357E-03,  9.769431331660168E+01,  1.676565052548360E+02,  1.775014205169178E+02,  2.459221930939477E+06,  1.428076103547209E+02,  9.154832141720217E+01,  9.163075049674210E+01,  1.276433570077766E-03,  1.277352104292174E-03,  2.520874056402130E+00,
2459233.530000000, A.D. 2021-Jan-19 00:43:12.0000,  8.259661992350418E-04,  1.274696525508421E-03,  9.769423638493068E+01,  1.676566906582577E+02,  1.932107258285702E+02,  2.459234642341977E+06,  1.429223617416683E+02,  2.010214575394302E+02,  2.009875380625965E+02,  1.275750252095318E-03,  1.276803978682214E-03,  2.518850063859837E+00,
2459244.488000000, A.D. 2021-Jan-29 23:42:43.2000,  5.383844424831780E-04,  1.275816329273562E-03,  9.769423066622676E+01,  1.676568808448935E+02,  1.700159739751637E+02,  2.459244562018999E+06,  1.427958622543871E+02,  3.494303932289834E+02,  3.494190691551601E+02,  1.276503578941238E-03,  1.277190828608914E-03,  2.521081453737569E+00,
2459255.446000000, A.D. 2021-Feb-09 22:42:14.4000,  5.404336142911826E-04,  1.275609511260301E-03,  9.769416275568308E+01,  1.676570690349897E+02,  1.702103949947174E+02,  2.459254644920188E+06,  1.428301522169641E+02,  1.144183515703330E+02,  1.144747254678444E+02,  1.276299266285696E-03,  1.276989021311092E-03,  2.520476204864273E+00,
